"DBID"	"LabID"	"OthLabID"	"OthDateCode"	"Problems"	"CRA"	"Error"	"DC13"	"OthMeasures"	"DateMethod"	"Material"	"Species"	"SiteName"	"SiteContext"	"CulturalPeriod"	"SitePhase"	"SiteType"	"AdminRegion"	"Country"	"Longitude"	"Latitude"	"Comments"	"Source"
88	"AA-97294"				2329	71	"-17.8"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A5. Trench Z, Z123, h:1380.70-1380.65"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
89	"AA-97295"				2749	53	"-25.9"		"AMS"	"charcoal"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A6a-1. Trench Z, Z132, h:1380.65-1380.60"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
90	"AA-97296"				2549	37	"-24"		"AMS"	"seed"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A6b-1. Trench Z, Z132, h:1380.65-1380.60"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
91	"AA-97297"				2604	37	"-22.9"		"AMS"	"seed"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A6b-2. Trench Z, Z132, h:1380.65-1380.60"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
92	"AA-97298"				2553	49	"-24.9"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A6c-1. Trench Z, Z132, h:1380.65-1380.60"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
93	"AA-97299"				2607	49	"-23.5"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A6c-2. Trench Z, Z132, h:1380.65-1380.60"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
94	"AA-97300"				2649	48	"-26.6"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A6c-3. Trench Z, Z132, h:1380.65-1380.60"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
95	"AA-97301"				2250	63	"-19.1"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A5. Trench Z, Z123, h:1380.70-1380.65"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
96	"AA-97302"				2640	37	"-25.4"		"AMS"	"charcoal"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7a-1. Trench Z, Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
97	"AA-97303"				2544	37	"-24.9"		"AMS"	"seed"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7b-1. Trench Z, Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
98	"AA-97304"				2553	38	"-24.7"		"AMS"	"seed"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7b-2. Trench Z, Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
99	"AA-97305"				2596	48	"-20.8"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7c-1Trench Z. Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
100	"AA-97306"				2793	49	"-26.4"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7c-2. Trench Z, Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
101	"AA-97307"				2590	59	"-22.6"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7c-3. Trench Z, Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
102	"AA-97308"				2208	72	"-18.4"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A5. Trench Z, Z123, h:1380.70-1380.65"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
103	"AA-97309"			"LowYield?"	2150	74	"-21.7"		"AMS"	"charcoal"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A8a-1. Trench Z, Z132, h:1380.55-1380.50"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"	"Outlier (small sample)"	"Starkovichetal2013"
104	"AA-97310"				2517	37	"-22.4"		"AMS"	"seed"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A8b-1. Trench Z, Z132, h:1380.55-1380.50"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
105	"AA-97311"				2507	37	"-24.1"		"AMS"	"seed"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A8b-2. Trench Z, Z132, h:1380.55-1380.50"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
106	"AA-97312"				2626	49	"-23.3"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A8c-1. Trench Z, Z132, h:1380.55-1380.50"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
107	"AA-97313"				2789	54	"-20.7"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A8c-2. Trench Z, Z132, h:1380.55-1380.50"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
108	"AA-97314"				2625	64	"-24.4"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A8c-3. Trench Z, Z139, h:1380.50-1380.45"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
109	"AA-97315"				2460	110	"-19"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A5. Trench Z, Z123, h:1380.70-1380.65"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
110	"AA-97316"				2670	38	"-25.3"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A9a-1. Trench Z, Z139, h:1380.50-1380.45"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
111	"AA-97317"				2781	99	"-25"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A9c-1. Trench Z, Z139, h:1380.50-1380.45"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
112	"AA-97318"				3189	51	"-25.6"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A9c-2. Trench Z, Z139, h:1380.50-1380.45"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
113	"AA-97319"				2715	49	"-23.3"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A9c-3. Trench Z, Z139, h:1380.45-1380.40 (bedrock)"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
114	"AA-97320"				2460	48	"-18.7"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7. Trench Z, Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
115	"AA-97321"				3061	38	"-24.5"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A10a-1. Trench Z, Z139, h:1380.45-1380.40 (bedrock)"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
116	"AA-97322"				2777	38	"-23.5"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A10a-2. Trench Z, Z139, h:1380.45-1380.40 (bedrock)"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
117	"AA-97323"				2530	37	"-22.2"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A10b-1. Trench Z, Z139, h:1380.45-1380.40 (bedrock)"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
118	"AA-97324"				2678	49	"-24.5"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A10c-1. Trench Z, Z139, h:1380.45-1380.40 (bedrock)"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
119	"AA-97325"				2758	49	"-18.6"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A10c-2. Trench Z, Z139, h:1380.45-1380.40 (bedrock)"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
120	"AA-97326"				3237	86	"-23.4"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A10c-3. Trench Z, Z139, h:1380.45-1380.40 (bedrock)"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
121	"AA-97327"				2497	48	"-21"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7. Trench Z, Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
122	"AA-98405"				2457	48	"-21.1"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7. Trench Z, Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
123	"AA-98406"				2457	48	"-21"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A7. Trench Z, Z132, h:1380.60-1380.55"	"Early Iron Age-Classical"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
124	"AA-98407"				2352	48	"-20.8"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A9. Trench Z, Z139, h:1380.50-1380.45"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
125	"AA-98408"				2539	49	"-23.1"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A9. Trench Z, Z139, h:1380.50-1380.45"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
126	"AA-98409"				2522	48	"-23.1"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A9. Trench Z, Z139, h:1380.50-1380.45"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
127	"AA-98410"				2580	69	"-23.3"		"AMS"	"bone (charred)"	""	"Sanctuary of Zeus. Mt. Lykaion, Arcadia"	"SID:A9. Trench Z, Z139, h:1380.50-1380.45"	"Mycenean"		"sanctuary"	"Peloponnese"	"GR"	"21.98455"	"37.443948"		"Starkovichetal2013"
128	"Beta-"			"NoLabID"	7060	80				"teeth"	"Capra;Ovis"	"Cyclops Cave. Gioura"	"Phase Upper level. nd"	"Final Mesolithic"		"cave"	"Thessaly"	"GR"	"24.15703"	"39.371388"		"BramiZanotti2015;ReingruberThissen2005;Trantalidou2014"
129	"Beta-"			"NoLabID"	7120	80				"teeth"	"Capra;Ovis"	"Cyclops Cave. Gioura"	"Phase Upper level. nd"	"Final Mesolithic"		"cave"	"Thessaly"	"GR"	"24.15703"	"39.371388"		"BramiZanotti2015;ReingruberThissen2005;Trantalidou2014"
130	"Beta-"			"NoLabID"	7360	50	"-20.3"			"teeth"	"Capra;Ovis"	"Cyclops Cave. Gioura"		"Final Mesolithic"		"cave"	"Thessaly"	"GR"	"24.15703"	"39.371388"		"Trantalidou2014"
131	"Beta-"			"NoLabID"	7440	50				"teeth"	"Capra;Ovis"	"Cyclops Cave. Gioura"		"Final Mesolithic"		"cave"	"Thessaly"	"GR"	"24.15703"	"39.371388"		"Trantalidou2014"
132	"Beta-"			"NoLabID"	8250	70	"-21.7"			"bone"	""	"Cyclops Cave. Gioura"	"SID:IAUF004"	""		"cave"	"Thessaly"	"GR"	"24.15703"	"39.371388"	"extraction of collagen with alkalines"	"Trantalidou2014"
133	"Beta-"			"NoLabID;Environmental"	5500	40	"-26.7"			"plant matter"	""	"Istron-Kalo Chorio"	"Istro T2C2A"	""		"landscape"	"Crete"	"GR"	"25.722454"	"35.126628"		"Theodorakopoulouetal2009"
134	"Beta-"			"NoLabID;Environmental"	2280	40	"-27.2"			"plant matter"	""	"Istron-Kalo Chorio"	"Istro T6C1"	""		"landscape"	"Crete"	"GR"	"25.722454"	"35.126628"		"Theodorakopoulouetal2009"
135	"Beta-"			"NoLabID;Environmental"	470	40	"-26.6"			"plant matter"	""	"Istron-Kalo Chorio"	"Istro T2C1"	""		"landscape"	"Crete"	"GR"	"25.722454"	"35.126628"		"Theodorakopoulouetal2009"
136	"Beta-"			"NoLabID;Environmental"	4230	40	"-24.4"			""	""	"Istron-Kalo Chorio"	"Istro T5C3"	""		"landscape"	"Crete"	"GR"	"25.722454"	"35.126628"		"Theodorakopoulouetal2009"
137	"Beta-"			"NoLabID;Environmental"	4460	40	"-24.1"			""	""	"Istron-Kalo Chorio"	"Istro T5C2A"	""		"landscape"	"Crete"	"GR"	"25.722454"	"35.126628"		"Theodorakopoulouetal2009"
138	"Beta-"			"NoLabID;Environmental"	4490	40	"-25.4"			""	""	"Istron-Kalo Chorio"	"Istro T6C3A"	""		"landscape"	"Crete"	"GR"	"25.722454"	"35.126628"		"Theodorakopoulouetal2009"
139	"Beta-102901"				6950	50	"-24.8"			"charcoal"	""	"Halai"	"Trench F9. Bld III, Stratum 1 in F2, h:0.85-0.88 asl"	"Early Neolithic (late)-Middle Neolithic (early)"		"settlement"	"Central Greece"	"GR"	"23.182545"	"38.663385"	"Sample Date:10/7/1996;EUnr:F9g(65)4d-4f"	"BramiZanotti2015;FacorellisColeman2012;Weninger2017"
140	"Beta-102907"				7020	50	"-26.3"			"charcoal"	""	"Halai"	"Phase MN. Trench F9, N scarp area and N corner, 2.00-2.09 m asl, F9g(89)316"	"Middle Neolithic"		"settlement"	"Central Greece"	"GR"	"23.182545"	"38.663385"	"Sample Date:23/7/1996;EUnr:F9g(89)316"	"BramiZanotti2015;FacorellisColeman2012;Weninger2017"
141	"Beta-102908"				7010	50	"-25.9"			"charcoal"	""	"Halai"	"Trench F9. Bld III, Stratum 1 in F2, h:0.85-0.88 asl"	"Early Neolithic (late)-Middle Neolithic (early)"		"settlement"	"Central Greece"	"GR"	"23.182545"	"38.663385"	"Sample Date:25/7/1996;EUnr:F9g(97)357"	"BramiZanotti2015;FacorellisColeman2012;Weninger2017"
142	"Beta-102909"				6870	50	"-25.5"			"charcoal"	""	"Halai"	"Trench F9. Room 22, Lower levels, h:0.72-0.75 asl"	"Middle Neolithic (earlier)"		"settlement"	"Central Greece"	"GR"	"23.182545"	"38.663385"	"Sample Date:26/7/1996;EUnr:F9g(155)191"	"BramiZanotti2015;FacorellisColeman2012;Weninger2017"
143	"Beta-102910"				7050	50	"-24.5"			"charcoal"	""	"Halai"	"Trench F10. Strip 2, Stratum 3 in F2, h:1.91 asl"	"Middle Neolithic (later)"		"settlement"	"Central Greece"	"GR"	"23.182545"	"38.663385"	"Sample Date:24/7/1996;EUnr:F10g(88)429"	"BramiZanotti2015;FacorellisColeman2012;Weninger2017"
144	"Beta-109162"				13960	260				"charcoal"	""	"Boila. Aghios Minas"	"Stratum Ib. Flood unit"	"Late Upper Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.662284"	"39.96529"	"Alluvial sand and silt layers"	"NtinouKotjabopoulou2002;Woodwardetal2001"
145	"Beta-109187"				14310	200				"charcoal"	""	"Boila. Aghios Minas"	"Stratum Ib. Flood unit"	"Epigravettian"		"rockshelter"	"Epirus"	"GR"	"20.662284"	"39.96529"	"Alluvial sand and silt layers"	"ElefantiMarshall2015;NtinouKotjabopoulou2002;Woodwardetal2001"
146	"Beta-115890"				3170	60				"stone-fruit"	"Olea europaea"	"Mochlos"	"B.kiln.2801"	"Late Minoan Ib (final)"		"settlement"	"Crete"	"GR"	"25.901799"	"35.188038"		"Höflmayer2010;Manning2009;ManningBronkRamsay2009;Soles2004"
147	"Beta-125826"			"Environmental?"	5640	50	"-24.9"			"charcoal"	""	"Eliki. Achaia"	"B58:14. BLS:8.25"	""		"landscape"	"Western Greece"	"GR"	"22.138483"	"38.212914"	"occupation horizon"	"SoterKatsonopoulou2011"
148	"Beta-125828"			"Environmental?"	2950	40	"-26.8"			"charcoal"	""	"Eliki. Achaia"	"B72:27. BLS:10.20"	""		"landscape"	"Western Greece"	"GR"	"22.138483"	"38.212914"	"occupation horizon"	"SoterKatsonopoulou2011"
149	"Beta-125829"			"Environmental?"	3950	50	"-27.6"			"charcoal"	""	"Eliki. Achaia"	"B75:10. BLS:6.40"	"Early Bronze Age"		"landscape"	"Western Greece"	"GR"	"22.138483"	"38.212914"	"Saitis site;occupation horizon"	"SoterKatsonopoulou2011"
150	"Beta-129765"				3220	40				"stone-fruit"	"Olea europaea"	"Mochlos"	"B.9.1705"	"Late Minoan Ib (final)"		"settlement"	"Crete"	"GR"	"25.901799"	"35.188038"		"Höflmayer2010;Manning2009;ManningBronkRamsay2009;Soles2004"
151	"Beta-131046"				23880	100	"-26.6"			"charcoal"	""	"Kastritsa. Ioannina"	"R10. Unit 2, Stratum 9, Layer Y24B"	"Aurignacian"		"rockshelter"	"Epirus"	"GR"	"20.907802"	"39.617923"		"BaileyGalanidou2009;ElefantiMarshall2015;Facorellis2013;GalanidouetalTzedakis2001;Galanidouetal2000"
152	"Beta-131047"			"LowYield"	21350	80	"-22.2"			"charcoal"	""	"Kastritsa. Ioannina"	"R10. Unit 1, Stratum 5, Spit 52, Layer Y13B2"	"Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.907802"	"39.617923"	"Graded b (lower carbon content)"	"BaileyGalanidou2009;Facorellis2013;GalanidouTzedakis2001;Galanidouetal2000"
153	"Beta-132437"				20000	80	"-22.4"			"charcoal"	""	"Kastritsa. Ioannina"	"R10. Unit 1, Stratum 5, Spit 50, Layer Y12G"	"Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.907802"	"39.617923"		"BaileyGalanidou2009;Facorellis2013;GalanidouTzedakis2001;Galanidouetal2000"
154	"Beta-143301"				19360	160	"-24.1"			"charcoal"	""	"Kastritsa. Ioannina"	"R1. Unit 1, Spit 30, Layer Y6C"	"Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.907802"	"39.617923"		"BaileyGalanidou2009;Facorellis2013;GalanidouTzedakis2001"
155	"Beta-143302"				19660	160	"-24.9"			"charcoal"	""	"Kastritsa. Ioannina"	"R1. Unit 1, Stratum 3, Spit 34, Layer Y7A"	"Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.907802"	"39.617923"		"BaileyGalanidou2009;ElefantiMarshall2015;Facorellis2013;GalanidouetalTzedakis2001"
156	"Beta-143303"				23840	240	"-22.8"			"charcoal"	""	"Kastritsa. Ioannina"	"R2. Unit 2, Stratum 9, Spit 69, Layer Y21"	"Aurignacian"		"rockshelter"	"Epirus"	"GR"	"20.907802"	"39.617923"		"BaileyGalanidou2009;ElefantiMarshall2015;Facorellis2013;GalanidouetalTzedakis2001"
157	"Beta-143304"				15930	130	"-23"			"charcoal"	""	"Kastritsa. Ioannina"	"R10. Unit 1, Spit 17, Layer Y2A"	"Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.907802"	"39.617923"		"BaileyGalanidou2009;Facorellis2013;GalanidouTzedakis2001"
158	"Beta-143305"				22230	210	"-22.2"			"charcoal"	""	"Kastritsa. Ioannina"	"R10. Unit 1, Stratum 5, Spit 61, Layer Y15"	"Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.907802"	"39.617923"		"BaileyGalanidou2009;ElefantiMarshall2015;Facorellis2013;GalanidouetalTzedakis2001"
159	"Beta-143307"			"LowYield"	20590	70	"-25"			"charcoal"	""	"Kastritsa. Ioannina"	"R52. Unit 1, Stratum 5, Spit 64, Layer Y14B"	"Palaeolithic"		"rockshelter"	"Epirus"	"GR"	"20.907802"	"39.617923"	"Graded b (lower carbon content)"	"BaileyGalanidou2009;Facorellis2013;GalanidouTzedakis2001"
160	"Beta-151768"				3270	40				"stone-fruit"	"Olea europaea"	"Mochlos"	"A.pit.2315N"	"Late Minoan Ib (final)"		"settlement"	"Crete"	"GR"	"25.901799"	"35.188038"		"Höflmayer2010;Manning2009;ManningBronkRamsay2009;Soles2004"
161	"Beta-15612"				6600	250				""	""	"Franchthi Koilada Bay"	"OK85/1.d:5.10-5.30"	"Early Neolithic"		"open-air site"	"Peloponnese"	"GR"	"23.135123"	"37.418386"	"pollen core"	"BramiZanotti2015;ReingruberThissen2005"
162	"Beta-15613"				6860	120				""	""	"Franchthi Koilada Bay"	"OK85/1B. d:4.40-4.70"	"Early Neolithic"		"open-air site"	"Peloponnese"	"GR"	"23.135123"	"37.418386"	"pollen core"	"BramiZanotti2015;ReingruberThissen2005"
163	"Beta-15614"				6720	100				""	""	"Franchthi Koilada Bay"	"OK85/1A. d:4.90-5.10"	"Early Neolithic"		"open-air site"	"Peloponnese"	"GR"	"23.135123"	"37.418386"	"pollen core"	"BramiZanotti2015;ReingruberThissen2005"
164	"Beta-193416"				33870	550				"charcoal"	""	"Kolominitsa Cave. Lakonia"	"KOLOM20026. Layer 6 (3-8)"	"Aurignacian"		"cave"	"Peloponnese"	"GR"	"22.353325"	"36.706455"		"DarlasPsathi2008;ElefantiMarshall2015;Facorellis2013"
165	"Beta-193418"				25560	190				"charcoal"	""	"Skoini 3. Mani"	"SK3200477. d:0.77"	""		"cave"	"Peloponnese"	"GR"	"22.352995"	"36.693193"		"DarlasPsathi2008;Facorellis2013"
166	"Beta-193419"				26240	200				"charcoal"	""	"Skoini 4. Mani"	"SK42002B. d:0.85"	""		"cave"	"Peloponnese"	"GR"	"22.350779"	"36.692434"		"DarlasPsathi2008;Facorellis2013"
167	"Beta-211263"			"Environmental;ResEffect"	3430	40				"seashell"	"Gastropoda"	"Vravrona"	"VG3 core. Unit A, d:3.72"	"Late Bronze Age"		"wetland"	"Attica"	"GR"	"24.002742"	"37.927963"		"Kouli2012"
168	"Beta-211265"			"Environmental;ResEffect"	4690	40				"seashell"	"Gastropoda"	"Vravrona"	"VG3 core. Unit A, d:4.78"	"Early Bronze Age"		"wetland"	"Attica"	"GR"	"24.002742"	"37.927963"		"Kouli2012"
169	"Beta-242239"			"Environmental;ResEffect"	950	50				"seashell"	"Gastropoda"	"Vravrona"	"VG3 core. Unit D, d:0.65"	"Ottoman"		"wetland"	"Attica"	"GR"	"24.002742"	"37.927963"		"Kouli2012"
170	"Beta-242240"			"Environmental;ResEffect"	1730	40				"seashell"	"Gastropoda"	"Vravrona"	"VG3 core. Unit C, d:1.70"	"Byzantine"		"wetland"	"Attica"	"GR"	"24.002742"	"37.927963"		"Kouli2012"
171	"Beta-248595"			"Environmental"	920	40	"-24.7"			"sediment"	""	"Galaniana. Antikythera"	"M-1:top of zone 6 (1.46-1.51 bs)"	""		"terrace"	"Attica"	"GR"	"23.304054"	"35.857387"	"Soil profile from agricultural terrace;Sample size of ca. 382g"	"Bevanetal2013"
172	"Beta-248596"			"Environmental"	520	40	"-24.8"			"sediment"	""	"Galaniana. Antikythera"	"M-1:top of zone 4 (1.04-1.09 bs)"	""		"terrace"	"Attica"	"GR"	"23.304054"	"35.857387"	"Soil profile from agricultural terrace;Sample size of ca. 268g"	"Bevanetal2013"
173	"Beta-248597"			"Environmental"	430	40	"-24.8"			"sediment"	""	"Skariana. Antikythera"	"SK-1:zone 3 (0.91-0.95 bs)"	""		"terrace"	"Attica"	"GR"	"23.285482"	"35.86316"	"Soil profile from agricultural terrace;Sample size of ca. 348g"	"Bevanetal2013"
174	"Beta-248598"			"Environmental"	510	40	"-24.8"			"sediment"	""	"Charchaliana. Antikythera"	"CH-1:top of zone 2 (0.36-0.40 bs)"	""		"terrace"	"Attica"	"GR"	"23.298769"	"35.868439"	"Soil profile from agricultural terrace;Sample size of ca. 242g"	"Bevanetal2013"
175	"Beta-248599"			"Environmental"	230	40	"-34.3"			"charcoal"	""	"Galaniana (south of). Antikythera"	"M-2:0.76 bs"	""		"terrace"	"Attica"	"GR"	"23.310474"	"35.848225"	"Soil profile from agricultural terrace;Sample size of <1g"	"Bevanetal2013"
176	"Beta-248661"				1460	40				"charcoal"	""	"Asfaka. Ioannina"	"ANV1. Section I, d:0.67"	"Byzantine"		"site"	"Epirus"	"GR"	"20.744684"	"39.7754"		"Adametal2011"
177	"Beta-248662"				2990	40				"charcoal"	"Carpinus orientalis"	"Asfaka. Ioannina"	"ANV2. Section I, d:0.35"	"Late Bronze Age"		"site"	"Epirus"	"GR"	"20.744684"	"39.7754"		"Adametal2011"
178	"Beta-248663"				2920	40				"charcoal"	"Carpinus orientalis"	"Asfaka. Ioannina"	"ANV3. Section II (bottom), d:0.89"	"Late Bronze Age"		"site"	"Epirus"	"GR"	"20.744684"	"39.7754"		"Adametal2011"
179	"Beta-273957"			"Environmental"	3310	40				"silt (organic)"	""	"Fidokoryphi"	"Core FC4. Ech. FC4-10, d:9.68-9.70"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
