,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radiocarbon Date Upload Template - Mandatory Fields in Green. See Sheet 2 for instructions on using this template.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Identifying Fields ,,,,,Locational Data,,,,,Provenance,,,,,,Age,,,,,,Provenience,,,,,,Additional Information,,
Lab Number,Field Number,Material Dated,Taxa Dated,Type of Date,Locality,Latitude,Longitude,Map Sheet,Elevation     (m ASL),Submitter,Date Submitted,Collector,Date Collected,Updater,Date Updated,Measured Age,MA Sigma,Normalized Age,NA Sigma,Delta 13C (per mil),Delta 13 C Source,Significance,Site Identifier,Site Name,Stratigraphic Component,Context,Associated Taxa,Additional Information,Comments,References
OXA-3502,,bulk sediment,,Geological,,0.115639,37.594733,,1828,,,,,Colin Courtney Mustaphi,03/09/2015,,,160,60,-27,Estimated,,Lake Nkunga,,,,,,,"Olago, D. O., Street-Perrott, F. A., Perrott, R. A., Ivanovich, M., & Harkness, D. D. (1999). Late Quaternary glacial-interglacial cycle of climatic and environmental change on Mount Kenya, Kenya. Journal of African Earth Sciences, 29(3), 593-618."
SRR-4764,,bulk sediment,,Geological,,0.115639,37.594733,,1828,,,,,Colin Courtney Mustaphi,03/09/2015,,,1030,45,-27,Estimated,,Lake Nkunga,,,,,,,"Olago, D. O., Street-Perrott, F. A., Perrott, R. A., Ivanovich, M., & Harkness, D. D. (1999). Late Quaternary glacial-interglacial cycle of climatic and environmental change on Mount Kenya, Kenya. Journal of African Earth Sciences, 29(3), 593-618."
SRR-4579,,bulk sediment,,Geological,,0.115639,37.594733,,1828,,,,,Colin Courtney Mustaphi,03/09/2015,,,30925,230,-27,Estimated,,Lake Nkunga,,,,,,,"Olago, D. O., Street-Perrott, F. A., Perrott, R. A., Ivanovich, M., & Harkness, D. D. (1999). Late Quaternary glacial-interglacial cycle of climatic and environmental change on Mount Kenya, Kenya. Journal of African Earth Sciences, 29(3), 593-618."
SRR-4765,,bulk sediment,,Geological,,0.115639,37.594733,,1828,,,,,Colin Courtney Mustaphi,03/09/2015,,,34015,245,-27,Estimated,,Lake Nkunga,,,,,,,"Olago, D. O., Street-Perrott, F. A., Perrott, R. A., Ivanovich, M., & Harkness, D. D. (1999). Late Quaternary glacial-interglacial cycle of climatic and environmental change on Mount Kenya, Kenya. Journal of African Earth Sciences, 29(3), 593-618."
SRR-4580,,bulk sediment,,Geological,,0.115639,37.594733,,1828,,,,,Colin Courtney Mustaphi,03/09/2015,,,37880,520,-27,Estimated,,Lake Nkunga,,,,,,,"Olago, D. O., Street-Perrott, F. A., Perrott, R. A., Ivanovich, M., & Harkness, D. D. (1999). Late Quaternary glacial-interglacial cycle of climatic and environmental change on Mount Kenya, Kenya. Journal of African Earth Sciences, 29(3), 593-618."
SRR-4581,,bulk sediment,,Geological,,0.115639,37.594733,,1828,,,,,Colin Courtney Mustaphi,03/09/2015,,,41395,800,-27,Estimated,,Lake Nkunga,,,,,,,"Olago, D. O., Street-Perrott, F. A., Perrott, R. A., Ivanovich, M., & Harkness, D. D. (1999). Late Quaternary glacial-interglacial cycle of climatic and environmental change on Mount Kenya, Kenya. Journal of African Earth Sciences, 29(3), 593-618."
GX-9935,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,500,145,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9936,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,1295,140,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9937,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,2355,170,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9938,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,2595,175,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9939,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,2570,175,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1756,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,2610,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1757,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,2820,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9398,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,2330,235,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1737,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,2560,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1733,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,2860,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1746,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,2710,80,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9940,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,3280,190,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1745,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,3390,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9941,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,3125,185,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1946,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,3110,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-2040,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,3030,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-2308,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,3990,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9942,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,4475,210,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9943,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,4535,170,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1742,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,4860,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9944,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,5265,220,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9399,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,5365,235,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1732,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,5220,70,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9945,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,5470,215,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9946,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,5785,200,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1750,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,6350,150,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9947,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,5860,200,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
UCLA-0,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,16300,1000,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1751,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,29300,750,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-1779,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,35800,550,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
GX-9948,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,26000,1,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,no radiocarbon date error given,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
QL-4259,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,41400,700,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
ISGS-2300,,charcoal,,Geological,,-0.833333,36.15,,2506,,,,,Colin Courtney Mustaphi,03/09/2015,,,29280,540,-25,Estimated,,Enkapune Ya Muto,GtJi12,,,,,,"Ambrose, S. H. (1998). Chronology of the Later Stone Age and food production in East Africa. Journal of Archaeological Science, 25(4), 377-392."
LLUNK-000,,bulk sediment,,Geological,,-3.390177,37.788068,,906,,,Lindsey Gillson,,Colin Courtney Mustaphi,03/09/2015,,,272,38,-27,Estimated,,Ziwani Swamp,,,,,,,"Gillson, L. (2006). A ‘large infrequent disturbance’in an East African savanna. African Journal of Ecology, 44(4), 458-467."
GrA-38865,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,03/09/2015,,,340,30,-30.33,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
Poz-4600,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,03/09/2015,,,385,40,-23.8,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
Poz-4826,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,03/09/2015,,,400,25,-25.8,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-39326,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,03/09/2015,,,390,35,-28.58,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-39730,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,03/09/2015,,,320,65,-31.09,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-33181,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,06/09/2015,,,395,30,-30.65,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-35153,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,06/09/2015,,,435,35,-31.54,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-33182,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,03/09/2015,,,495,35,-31.62,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-35155,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,06/09/2015,,,445,35,-31.57,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-35183,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,08/09/2015,,,390,30,-31.14,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-33185,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,08/09/2015,,,355,30,-32.71,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-35165,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,08/09/2015,,,440,35,-31.33,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-33186,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,08/09/2015,,,465,30,-31.55,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-35157,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,08/09/2015,,,480,35,-31.7,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
GrA-33500,,Bulk,,Geological,,-3.316667,37.7,,895,,,,,Colin Courtney Mustaphi,08/09/2015,,,575,35,-30.78,Measured,,Lake Chala (2011),99-1G/03-2K; 05-1G/05-4P,,,,,,"Blaauw, Maarten, Bas van Geel, Iris Kristen, Birgit Plessen, Anna Lyaruu, Daniel R. Engstrom, Johannes van der Plicht, and Dirk Verschuren. ""High-resolution 14 C dating of a 25,000-year lake-sediment record from equatorial East Africa."" Quaternary Science Reviews 30, no. 21 (2011): 3043-3059."
